"0x000003B0","0x000003B0","Odasiljaci i veze d.o.o","Odasiljaci i veze d.o.o","2017-08-18"
"0x000003C0","0x000003C0","RAI","RAI","2018-05-25"
"0x000003D0","0x000003D0","Simplestream TV Applications","Simplestream","2018-06-18"
"0x00000400","0x00000400","HbbTV","HbbTV","2018-10-31"
"0x00000410","0x00000410","M7 Group S.A.","M7 Group S.A.","2019-08-08"
"0x00000420","0x00000420","Xumo, LLC","Xumo, LLC","2020-01-13"
"0x00000430","0x00000430","Kineton srl","Kineton srl","2020-01-28"
"0x00000440","0x00000440","Ing. Witke GmbH","Ing. Witke GmbH","2020-04-14"
"0x00000450","0x00000450","MOLOTOV","MOLOTOV","2020-05-25"
"0x00000460","0x00000460","Zattoo Europa AG","Zattoo Europa AG","2020-06-09"
"0x00000470","0x00000470","SALTO","SALTO","2021-03-16"
"0x00000480","0x00000480","Irdeto","Irdeto","2021-05-31"
"0x00000490","0x00000490","Peer Srl","Peer Srl","2021-11-05"
"0x000004A0","0x000004A0","TWISE","TWISE","2022-01-20"
"0x000004B0","0x000004B0","S4C","S4C","2022-06-09"
"0x000004C0","0x000004C0","Together TV","Together TV","2022-06-17"
"0x000004D0","0x000004D0","HBBLAB","HBBLAB","2022-07-07"
"0x000004E0","0x000004E0","SKY UK LIMITED","SKY UK LIMITED","2022-07-25"
"0x000004F0","0x000004F0","MIT-xperts GmbH","MIT-xperts GmbH","2022-08-16"
"0x00000500","0x00000500","Volant Media","Volant Media","2022-11-15"
"0x00000510","0x00000510","Addressable TV Initiative GmbH","Addressable TV Initiative GmbH","2023-06-28"
"0x0000295E","0x0000295E","Engineering & Software GmbH","Engineering & Software GmbH","2013-11-11"
"0x46534154","0x46534154","Freesat UK Ltd","Freesat UK Ltd","2019-01-27"
"0x7FFF0000","0x7FFFFFFF","BluRay Disc Association","BluRay Disc Association","2007-07-03"
"0xFFFF0000","0xFFFF0000","Reserved",,"1970-01-01"
"0xFFFF0001","0xFFFFFFFF","BluRay Disc Association","BluRay Disc Association","2006-03-04"
